home_age,home_value,square_feet,location_risk,construction_type,security_system,smoke_detectors,flood_zone,roof_age,owner_age,claims_history,garage,premium
32,581676,1161,low,brick,no,yes,yes,18,28,1,no,2905
85,327371,5812,medium,steel,no,no,no,29,68,3,no,3884
39,1140975,3407,low,brick,yes,no,no,29,54,3,no,3260
49,1247245,2977,low,wood,no,yes,no,0,75,2,yes,3381
93,1416631,4013,medium,brick,yes,no,no,4,60,2,yes,3923
18,167757,5304,low,wood,yes,no,no,27,73,2,no,2326
23,834980,4638,medium,brick,yes,no,yes,19,73,3,no,3922
33,1316037,3259,high,concrete,no,yes,yes,26,55,1,yes,4285
73,333018,2107,low,brick,no,no,no,15,67,0,no,1736
51,415881,5561,medium,wood,no,no,yes,21,74,0,yes,3740
43,377685,2620,high,brick,yes,no,yes,4,49,2,no,3555
4,772345,754,low,brick,no,yes,yes,22,28,3,yes,3557
80,174339,1141,high,concrete,yes,no,no,29,67,1,no,2647
67,428006,4855,low,concrete,no,no,no,22,73,1,no,2568
72,350021,5485,high,wood,no,yes,yes,9,45,3,yes,4687
80,168463,2204,high,brick,yes,no,no,26,36,3,no,3664
2,555407,2284,low,brick,no,no,yes,20,45,1,yes,2169
45,441207,3136,medium,concrete,yes,no,yes,9,48,2,yes,2958
83,1363676,1879,high,wood,yes,yes,no,0,60,3,yes,4488
88,396876,4751,medium,brick,yes,yes,no,8,24,0,yes,2297
80,944985,3499,high,wood,no,no,yes,17,31,3,yes,5022
40,989195,5878,high,wood,yes,no,yes,6,33,1,yes,4227
2,492092,1468,low,wood,no,no,no,18,62,0,yes,1653
32,580437,3613,high,concrete,yes,yes,no,25,50,1,no,2220
1,1101178,3766,high,steel,yes,no,yes,21,29,1,yes,3542
18,473140,3910,medium,concrete,yes,yes,no,15,31,0,yes,1973
64,1208864,1282,medium,brick,yes,yes,no,20,38,3,yes,3786
32,1220393,2863,medium,wood,no,no,no,5,30,1,no,2966
9,1076733,2061,low,wood,yes,no,yes,29,76,0,yes,3342
55,956169,4429,medium,wood,yes,no,no,9,63,1,yes,3571
67,1340861,745,low,brick,no,yes,yes,4,79,0,no,3443
24,933692,2574,low,brick,yes,no,no,28,36,2,no,3000
11,781758,2420,medium,wood,yes,yes,yes,24,25,1,yes,3598
28,681827,1204,high,wood,yes,no,yes,12,42,1,no,3764
16,974322,2206,high,wood,no,no,yes,11,28,0,no,3580
93,759657,4839,medium,brick,no,no,no,23,69,0,no,2983
12,1489086,3799,high,wood,no,no,yes,29,29,0,no,4335
68,735967,2147,low,wood,no,no,no,16,67,0,yes,2669
90,947590,3372,medium,concrete,no,yes,yes,29,41,3,yes,4650
4,539161,2587,low,wood,no,no,yes,24,28,3,yes,3368
75,1370441,1985,medium,concrete,yes,yes,yes,1,67,3,yes,4405
66,758219,4243,high,wood,yes,no,yes,4,27,2,yes,4186
31,200341,3496,high,concrete,no,no,yes,21,30,1,yes,3063
56,929811,2419,low,concrete,no,no,no,9,35,3,yes,3387
50,134442,3254,high,brick,yes,no,no,28,69,3,yes,3143
67,280587,2719,high,wood,no,no,yes,0,57,1,no,3565
89,968127,5317,low,wood,no,yes,no,11,73,3,no,4228
98,823414,1545,low,wood,yes,no,yes,13,50,1,no,3736
1,632979,1905,low,concrete,no,no,no,22,24,2,yes,2476
69,856717,2501,medium,brick,yes,yes,yes,7,66,0,yes,3165
39,1429574,4295,low,steel,yes,yes,no,16,52,2,yes,3270
52,1067234,758,medium,concrete,yes,no,no,10,45,1,yes,2714
95,714235,4394,medium,steel,no,yes,no,25,45,1,yes,3321
36,1209784,3922,medium,concrete,yes,no,yes,19,69,3,yes,4585
67,705723,1950,low,concrete,no,yes,no,1,57,3,yes,2818
12,704562,5320,medium,wood,no,no,no,4,56,0,yes,2466
61,1360013,5033,high,concrete,no,no,yes,17,75,0,no,4335
80,1413692,2254,low,concrete,no,no,no,8,46,3,yes,3917
72,1499314,5803,low,brick,no,no,yes,8,77,3,yes,4536
11,1244119,3630,medium,wood,no,no,no,9,60,2,yes,3637
14,153137,1275,low,brick,no,no,yes,20,76,1,yes,2220
91,343824,968,medium,steel,yes,yes,yes,20,42,2,yes,3420
82,101524,3775,low,wood,yes,no,yes,3,36,1,yes,3144
54,958455,1803,medium,brick,yes,yes,yes,16,55,0,no,2911
8,669469,3960,low,wood,yes,no,yes,25,30,0,no,3009
33,925039,2071,low,wood,no,no,yes,11,24,1,yes,3329
4,1304475,5951,medium,steel,no,yes,yes,2,78,0,no,3106
30,1088712,1948,high,concrete,yes,yes,yes,3,31,1,yes,3528
84,886813,4023,low,steel,yes,yes,no,22,71,3,no,3814
94,1298019,3616,high,brick,no,no,no,29,36,3,no,4827
91,522604,1269,high,wood,yes,no,no,6,37,0,no,3079
89,563970,1854,low,concrete,no,yes,no,26,34,0,yes,2165
54,1257571,5019,low,brick,no,yes,yes,22,65,2,no,4227
6,1347826,2608,medium,steel,yes,no,no,22,65,0,yes,2651
5,804535,1426,medium,wood,yes,no,yes,10,22,1,yes,2828
78,755712,2911,high,steel,yes,no,no,3,68,1,yes,3119
51,506198,1049,medium,wood,yes,yes,yes,24,79,1,no,3350
14,1332888,1148,medium,wood,no,no,yes,19,76,2,no,4660
34,161954,2234,medium,concrete,yes,no,no,27,54,3,yes,2453
41,743729,4269,medium,steel,yes,no,yes,5,29,1,no,3386
89,941153,2712,low,brick,no,yes,yes,0,37,2,no,3838
39,146536,2238,medium,wood,no,no,yes,0,69,2,yes,3632
18,1239738,5319,high,wood,no,yes,no,5,56,0,yes,3528
20,809987,5048,low,brick,no,yes,no,0,72,0,yes,1858
8,379149,1607,low,brick,no,no,no,14,35,3,no,2548
26,962735,5856,high,brick,no,no,no,0,62,2,no,3260
85,1337785,4831,low,brick,yes,no,no,5,48,1,no,2836
27,562093,3985,low,steel,no,yes,no,23,65,2,yes,2420
32,779470,1610,high,wood,yes,no,yes,8,69,0,no,3367
42,1455419,3373,medium,concrete,yes,yes,no,5,22,2,no,3590
50,1377842,3400,low,brick,no,yes,no,16,60,1,yes,3124
81,547005,909,medium,concrete,no,no,no,27,71,2,no,3277
49,260360,755,high,concrete,no,no,yes,22,64,3,yes,3900
65,1246004,2236,low,concrete,no,yes,no,29,51,3,no,3948
63,904756,5657,medium,steel,yes,no,yes,17,56,3,no,4252
27,771279,5061,high,brick,no,yes,yes,22,31,0,yes,3352
75,658262,3752,low,concrete,no,no,yes,25,52,3,no,4049
35,714045,5956,low,concrete,yes,no,yes,25,33,2,yes,3599
38,918217,3730,medium,wood,no,no,no,19,61,1,no,3311
38,210253,1860,low,brick,no,no,no,0,56,3,yes,2066
42,946687,5033,medium,steel,yes,no,no,26,55,1,yes,3018
42,340733,5167,medium,brick,yes,no,yes,24,60,0,yes,2697
49,768885,4984,low,brick,no,no,yes,15,53,0,yes,3111
57,772955,5069,high,brick,yes,no,yes,28,33,0,no,3668
54,1250039,3980,low,brick,no,yes,no,15,66,0,yes,2930
10,1436777,2230,high,wood,no,no,yes,0,49,3,yes,4927
60,101495,1745,medium,concrete,yes,yes,no,6,40,2,no,2028
40,181655,2994,medium,wood,yes,yes,yes,13,45,0,yes,2581
1,785109,635,low,steel,yes,yes,no,14,41,1,no,1515
86,140452,1324,low,concrete,yes,no,no,5,43,0,yes,1513
64,392766,2076,low,brick,no,no,yes,22,32,3,yes,3528
81,680644,3106,medium,wood,no,yes,no,25,49,2,yes,3752
12,772106,3897,low,brick,no,no,yes,16,66,2,yes,3137
57,1479696,1490,high,brick,yes,yes,no,16,61,3,no,4233
77,940002,3449,high,steel,no,no,no,5,41,2,yes,3428
89,739733,2000,medium,concrete,yes,yes,yes,12,26,3,no,4293
26,472005,5907,medium,steel,yes,no,yes,23,72,3,yes,3685
40,389711,1626,low,steel,yes,yes,no,10,73,2,no,1892
43,271731,4701,low,concrete,yes,yes,yes,18,79,3,no,3329
97,419935,3260,high,steel,no,yes,no,9,61,1,no,2968
72,217439,5004,high,concrete,no,no,no,29,28,3,yes,3126
13,524644,3006,medium,steel,yes,yes,no,26,43,0,yes,2408
90,1150367,3605,low,wood,no,yes,no,1,58,0,yes,3245
56,844402,4349,low,concrete,yes,no,no,19,62,0,no,2531
17,1413109,1275,low,brick,no,no,no,7,50,0,no,2199
88,809898,3449,low,steel,no,no,yes,14,33,3,yes,4255
24,861718,1117,high,steel,no,yes,yes,28,50,3,yes,4303
76,418801,5079,low,concrete,yes,yes,no,8,57,3,yes,2891
95,1128570,4585,high,steel,yes,no,yes,12,56,0,yes,4005
58,264130,3186,medium,steel,no,no,no,26,64,0,yes,2504
80,747339,5994,low,concrete,no,no,no,21,43,0,no,2701
61,900182,5303,high,concrete,no,yes,yes,22,39,2,yes,4522
80,222803,761,high,steel,yes,no,yes,14,78,2,yes,3523
94,500648,1200,high,concrete,no,yes,yes,14,43,1,yes,3687
28,873214,5966,low,steel,no,no,yes,0,40,3,yes,3548
67,786777,2159,high,steel,yes,yes,yes,4,55,2,yes,4209
97,520806,1264,high,steel,no,no,no,28,30,3,yes,3672
51,241568,5557,medium,brick,no,yes,no,14,31,3,yes,3199
88,944290,4381,low,concrete,no,yes,yes,21,40,1,yes,3646
94,502086,2639,high,brick,no,yes,yes,29,59,0,yes,3646
92,472619,5176,high,wood,yes,no,yes,25,30,3,no,5046
39,1078269,4390,low,wood,no,yes,yes,13,72,0,yes,3457
66,203311,4916,low,steel,no,no,no,5,49,3,yes,2601
77,1027948,2372,high,brick,yes,yes,yes,5,51,2,yes,4087
74,886775,5205,low,steel,yes,yes,yes,22,46,2,no,3978
40,1146992,1990,low,steel,no,yes,no,19,39,0,yes,2280
13,1017118,4886,low,steel,yes,no,yes,4,73,0,no,2682
19,439319,2317,low,steel,yes,yes,yes,21,47,2,yes,3097
6,831240,2557,low,steel,yes,yes,yes,8,40,0,yes,2632
18,475117,2259,high,wood,no,no,no,19,76,2,yes,3551
9,713444,3688,high,concrete,yes,no,no,19,48,0,yes,2069
81,1334611,2678,medium,concrete,yes,yes,yes,6,57,3,no,4680
68,653061,3544,medium,concrete,yes,yes,no,29,25,2,yes,3447
54,105783,5853,low,wood,no,yes,no,15,70,3,yes,3138
50,848071,5942,low,brick,yes,yes,no,16,47,2,yes,2554
70,906176,5789,high,wood,no,yes,no,27,66,0,no,3551
11,1064744,2427,medium,wood,no,no,yes,26,24,0,no,3758
55,832310,3039,low,brick,yes,yes,no,22,74,3,no,3272
42,337524,1716,low,steel,no,no,no,7,74,3,no,2528
90,1201804,5792,medium,steel,no,yes,no,27,57,2,yes,4159
11,1465831,2605,medium,steel,no,no,no,17,28,1,no,3104
72,624109,1761,low,brick,no,yes,no,19,31,1,yes,2316
67,1027069,4719,medium,wood,yes,no,no,12,66,1,yes,3515
2,1435923,767,medium,wood,no,no,yes,13,79,1,yes,4498
82,1478951,5995,medium,brick,no,no,yes,3,25,0,yes,4420
66,1338162,2600,high,steel,yes,no,yes,9,28,3,no,4931
26,508803,888,low,brick,no,no,yes,9,43,1,no,2753
76,1144101,1637,medium,wood,yes,no,yes,5,51,1,yes,4367
37,701377,3085,medium,concrete,yes,yes,yes,6,43,3,no,3827
90,1414121,3964,low,concrete,yes,yes,no,6,74,2,no,3664
36,1131006,5423,high,concrete,yes,yes,yes,3,50,2,no,4267
16,774186,2731,low,steel,yes,no,yes,18,32,0,no,2304
78,821450,5064,medium,steel,no,yes,no,19,37,2,yes,3783
66,403906,4573,medium,steel,no,yes,no,8,77,1,no,2731
21,707370,1784,low,steel,yes,yes,no,25,78,3,no,2575
7,568220,5591,high,brick,no,yes,no,27,65,1,no,2667
11,665663,2953,low,concrete,yes,no,no,26,78,3,no,2572
56,635472,2082,low,concrete,no,yes,no,22,27,0,no,2430
44,1424538,4267,low,steel,no,yes,yes,18,58,0,yes,3523
54,314997,5405,high,steel,yes,no,yes,15,34,1,no,3252
93,815448,799,low,brick,yes,yes,no,2,54,2,yes,2838
57,243936,934,low,brick,no,no,no,4,68,2,no,1998
58,863686,4013,low,brick,yes,yes,no,23,72,0,yes,2234
37,759669,778,medium,concrete,no,no,yes,4,29,3,no,3260
48,483413,1049,high,concrete,no,yes,no,28,32,3,no,3752
62,1210168,2324,medium,concrete,no,yes,no,5,54,0,yes,2781
39,287239,1779,medium,concrete,no,yes,no,8,54,0,yes,1977
92,670284,5435,low,brick,no,yes,yes,8,65,1,yes,3366
64,851004,1467,medium,steel,no,no,yes,21,69,2,no,3676
68,628159,1577,low,concrete,yes,yes,no,11,61,2,no,2493
68,1351933,5930,low,brick,no,yes,yes,15,48,2,no,3975
27,815503,4240,low,steel,yes,yes,no,15,67,1,yes,2005
70,324498,1265,medium,wood,no,no,no,4,60,0,yes,2259
98,842705,2672,high,steel,no,no,no,28,39,2,yes,3962
82,422695,3123,low,wood,no,no,yes,23,75,1,yes,3641
60,619721,1382,high,wood,no,yes,no,0,66,3,yes,3965
44,595949,4897,high,concrete,yes,no,yes,26,53,2,no,3895
30,1272948,5305,medium,brick,yes,no,no,2,66,3,yes,3204
97,1370809,2087,low,steel,yes,yes,yes,5,62,1,no,4131
58,1340229,5132,medium,wood,no,no,yes,7,45,2,yes,4962
84,1422349,5567,high,brick,no,no,no,15,43,0,yes,3580
36,981445,4150,high,steel,no,no,no,5,71,2,yes,3522
5,1415254,4050,high,concrete,yes,no,yes,13,24,1,no,3892
99,1433344,2758,low,steel,yes,yes,yes,9,24,3,no,4444
19,758898,722,low,concrete,no,no,yes,21,35,2,yes,3221
12,1009578,5685,medium,steel,no,no,no,3,53,1,yes,2682
90,400930,3082,high,steel,yes,no,no,11,30,1,no,2850
60,1049370,4673,low,wood,yes,no,yes,6,37,2,no,4015
83,568502,1559,high,wood,no,yes,no,6,46,1,yes,3115
11,582344,5730,low,wood,yes,yes,yes,28,26,3,yes,3884
53,909384,2006,medium,concrete,yes,yes,yes,15,34,3,yes,3914
20,650748,4145,high,steel,yes,yes,no,0,52,3,no,2825
73,1212067,5204,low,steel,no,yes,no,27,42,1,yes,3285
84,1316694,1163,medium,concrete,no,no,no,15,61,3,no,3925
27,741522,1324,medium,steel,yes,no,yes,2,72,0,yes,2404
58,1438814,846,low,wood,no,no,no,14,30,0,yes,3036
5,750416,3228,medium,concrete,no,yes,yes,24,42,0,yes,2540
74,458471,5566,low,concrete,no,yes,yes,28,30,1,no,3441
9,216805,1004,high,steel,yes,yes,no,5,31,2,yes,2013
89,1068455,3153,medium,wood,no,no,no,12,62,2,no,4065
77,845594,1847,high,steel,yes,yes,no,19,65,0,no,2984
32,1227314,2994,low,steel,no,yes,yes,7,33,1,no,3413
72,923753,5558,high,concrete,no,no,no,11,32,0,no,3254
54,1163094,1827,medium,concrete,no,yes,yes,22,41,0,no,3651
45,1491842,1232,medium,brick,yes,no,yes,13,71,3,yes,4548
27,570984,3980,medium,steel,yes,yes,yes,15,60,1,yes,2719
86,901799,4949,medium,brick,no,yes,no,25,54,0,no,3146
28,269912,1258,low,steel,no,no,no,13,28,3,yes,2281
18,1264359,2650,high,brick,no,no,no,15,22,1,no,3250
87,1306995,5907,low,steel,yes,no,yes,5,35,0,yes,3567
31,368038,4021,medium,concrete,yes,yes,yes,3,66,2,no,2723
41,1431245,1723,high,concrete,no,no,yes,19,42,0,no,4031
34,197429,5152,medium,brick,yes,yes,no,23,66,2,yes,2462
7,488011,1483,high,brick,no,no,no,18,70,3,no,3276
5,727169,1296,high,brick,yes,yes,yes,26,29,0,yes,3008
21,1133390,5024,medium,wood,no,no,yes,24,38,3,yes,4708
6,648543,1314,low,brick,no,no,yes,7,66,3,yes,2737
45,499006,4589,medium,brick,no,yes,yes,3,75,0,no,2746
35,372620,841,high,brick,no,no,yes,27,70,3,no,4007
87,427250,4874,low,wood,no,no,yes,28,36,2,yes,4120
3,1430142,5768,low,wood,yes,yes,no,2,23,0,no,2831
33,680270,2827,low,steel,yes,yes,yes,12,34,1,no,2537
38,681695,3605,low,concrete,yes,yes,no,3,73,2,yes,2134
87,1437622,5446,high,brick,no,yes,yes,10,50,1,no,5171
80,1062774,1939,high,brick,yes,no,yes,15,49,1,no,4122
89,146716,2343,medium,concrete,yes,no,no,14,29,2,no,2503
16,1056451,3278,high,steel,no,yes,no,27,56,3,yes,3834
89,806186,2060,medium,steel,no,yes,no,1,45,3,no,3362
71,1403032,5044,high,brick,no,yes,no,14,28,0,no,3839
8,625879,5214,medium,concrete,no,no,yes,5,49,1,yes,2815
3,237028,986,low,brick,yes,no,yes,14,43,3,yes,2572
69,1298884,2041,low,brick,no,yes,yes,12,47,3,no,4181
19,510067,1400,high,brick,no,no,yes,2,38,0,no,2154
7,643480,1206,low,concrete,no,yes,no,18,59,1,yes,1891
86,1075357,5039,medium,concrete,no,no,yes,11,27,2,yes,4399
90,156713,2517,medium,steel,yes,no,no,11,79,2,yes,2521
50,203863,3709,low,concrete,no,no,yes,16,77,1,no,2964
89,659829,965,low,concrete,yes,yes,yes,23,32,3,yes,3884
6,1020361,5076,low,concrete,no,yes,no,7,59,3,no,3066
5,906045,4641,high,wood,yes,yes,yes,24,23,2,yes,4717
61,843189,1584,medium,steel,no,no,yes,12,53,1,no,3681
86,1117317,1724,high,concrete,no,no,no,26,47,3,no,4249
95,702085,1090,high,brick,no,yes,yes,11,52,0,no,3456
58,218198,5573,medium,wood,no,yes,yes,15,53,1,no,3270
22,332902,4244,medium,wood,no,yes,yes,20,56,1,no,3586
57,1160209,4824,medium,steel,no,no,no,10,23,1,no,3716
75,322585,4670,high,wood,no,no,no,19,24,2,yes,3770
32,1268778,2626,medium,wood,yes,no,yes,8,54,2,no,4217
17,1266417,620,low,steel,yes,no,yes,18,28,3,yes,4097
58,701075,627,medium,concrete,no,yes,yes,19,42,3,yes,4234
41,401601,3097,high,steel,yes,no,yes,7,69,2,yes,3216
22,689313,5618,low,brick,yes,yes,no,28,46,3,yes,2955
80,430429,4163,low,concrete,yes,no,no,12,37,1,no,2295
42,1390794,5347,high,concrete,no,yes,no,1,44,2,yes,3788
79,1081598,5528,high,wood,no,yes,yes,18,38,3,yes,5411
8,464305,2053,medium,concrete,no,no,no,12,54,2,no,2514
46,1027238,2882,low,wood,no,no,no,26,39,2,no,3841
48,916853,3071,medium,concrete,yes,no,yes,28,60,2,yes,4192
3,1025176,5856,low,steel,no,no,no,18,44,2,yes,3001
77,1396164,2729,high,wood,yes,yes,yes,10,30,1,no,5142
30,321281,3012,low,steel,no,no,yes,23,24,1,yes,2609
28,1256397,5460,low,wood,no,no,yes,26,69,3,no,4711
73,665094,5435,low,wood,no,no,no,1,56,2,no,3295
76,1047241,5095,medium,wood,yes,no,no,7,45,2,yes,3902
25,260497,2075,low,concrete,no,no,yes,6,27,1,yes,2176
37,1283103,1535,medium,concrete,yes,no,no,0,40,3,yes,3304
85,1028871,834,low,steel,no,yes,no,13,77,1,yes,2823
51,1064342,634,medium,brick,yes,yes,yes,7,35,2,no,3662
39,910319,5334,medium,steel,no,yes,no,26,24,0,no,2936
83,790152,938,low,brick,yes,no,no,0,27,3,no,2898
72,1137343,4627,high,wood,no,yes,yes,29,38,2,no,4922
67,758341,4125,high,brick,no,no,yes,24,57,0,no,3851
86,1018809,2102,low,brick,no,yes,no,16,43,2,yes,3346
1,369158,3724,low,wood,no,yes,yes,20,74,3,yes,3672
38,1499479,4283,high,steel,no,no,yes,23,25,3,yes,5247
52,1219796,3090,medium,wood,no,yes,yes,3,31,3,no,4864
63,729707,5115,high,wood,yes,no,no,5,53,0,yes,2691
52,1301075,1305,high,brick,yes,no,yes,0,68,0,no,3585
83,955188,5447,high,wood,no,yes,yes,2,70,2,yes,4885
85,1079350,4944,medium,steel,yes,yes,no,27,73,3,no,4249
60,414948,2940,high,brick,yes,yes,no,20,70,1,yes,2927
13,851889,4902,low,steel,no,yes,no,1,64,1,no,2106
91,442756,1724,low,wood,yes,yes,no,16,79,3,yes,3631
17,1218756,5934,medium,steel,no,no,yes,8,25,1,yes,3769
84,1158438,2199,low,steel,no,yes,no,28,34,1,no,3367
30,138972,5130,medium,wood,yes,no,yes,7,40,3,no,3538
38,987938,838,high,concrete,no,no,yes,18,67,2,no,3988
11,698528,1747,high,steel,yes,no,no,14,76,0,no,2142
27,986598,5213,low,concrete,no,yes,no,5,64,1,no,2571
38,1269754,4508,low,wood,yes,yes,no,23,75,3,yes,4060
28,1401945,4844,high,concrete,no,yes,yes,29,59,2,no,4855
26,1037846,2704,high,concrete,no,no,yes,5,69,3,yes,4090
33,147502,2803,low,concrete,yes,yes,no,7,47,2,no,1584
32,309824,4268,medium,concrete,yes,yes,yes,2,51,1,no,2950
54,1168968,5231,medium,steel,no,yes,yes,11,64,1,no,3995
25,1281624,2762,medium,steel,no,no,no,19,52,1,no,3373
24,820888,5910,low,brick,no,no,no,7,72,1,yes,2813
40,473779,4205,medium,concrete,no,yes,no,10,59,2,no,2458
27,122854,5061,medium,wood,yes,yes,no,25,33,3,yes,2879
46,650321,4165,high,steel,yes,yes,yes,26,40,2,yes,4024
86,870701,4217,high,concrete,yes,no,no,25,44,0,no,3099
84,121877,5968,high,wood,no,yes,no,14,71,0,yes,2949
97,597806,3533,high,brick,yes,no,yes,12,67,2,no,3976
69,497009,3708,high,wood,yes,no,no,23,62,0,yes,3006
93,614441,1064,low,wood,no,no,yes,21,31,2,yes,4085
69,1222786,2634,medium,concrete,yes,no,yes,25,36,1,yes,3914
39,150812,3494,medium,steel,no,no,yes,29,71,2,yes,3358
81,635018,5940,low,wood,yes,no,yes,12,38,1,no,3542
29,1258464,3385,medium,wood,no,yes,no,13,73,3,yes,4028
75,1263617,3520,medium,brick,no,no,yes,21,34,3,yes,5017
86,431778,1410,medium,steel,yes,no,no,8,45,1,no,2451
31,844379,998,high,steel,no,no,yes,23,37,2,yes,4158
65,1185424,1675,high,steel,no,yes,yes,2,60,2,yes,4456
15,579362,3419,low,steel,no,no,no,22,59,1,no,1945
83,543466,2462,high,steel,yes,no,yes,11,51,0,yes,3253
74,1017414,3879,medium,brick,yes,no,no,8,66,2,yes,3204
9,757333,1485,low,steel,no,no,yes,11,79,1,no,2710
13,838303,3166,medium,steel,no,yes,yes,25,65,0,yes,3062
45,579391,3840,medium,concrete,no,no,yes,10,76,0,no,3035
90,1078703,2273,low,brick,no,no,yes,18,36,1,no,4007
6,876208,3349,medium,brick,no,no,no,26,25,2,no,2925
44,781354,2584,low,steel,yes,yes,no,8,77,0,yes,1781
2,219139,5859,low,wood,no,yes,yes,4,65,0,no,2540
29,1149631,2291,medium,concrete,no,no,no,9,73,0,yes,2829
48,1339928,4753,medium,concrete,no,yes,no,8,31,3,yes,4014
12,749077,4367,medium,wood,no,yes,yes,0,61,1,no,3240
87,426810,1257,medium,steel,yes,no,no,12,67,3,no,3205
67,1425665,3856,low,steel,yes,no,yes,19,67,0,no,3786
50,1331620,4654,high,brick,yes,no,no,11,53,0,no,3478
11,230651,2110,medium,steel,no,yes,yes,10,42,1,no,2449
5,1451170,5846,low,brick,no,yes,no,8,50,0,no,2873
45,1431995,1668,high,brick,no,yes,yes,28,51,1,no,4303
74,414305,1985,low,concrete,no,yes,no,14,78,0,yes,2122
47,329717,3214,high,wood,yes,no,no,28,28,1,no,3246
6,940085,1371,high,wood,no,no,no,27,63,1,no,3586
80,437268,3174,high,brick,yes,yes,no,12,50,2,no,2737
95,1428413,2796,medium,concrete,no,no,yes,27,31,2,no,4710
87,755329,5315,high,wood,yes,no,no,11,75,1,yes,3799
94,368847,2597,high,brick,yes,no,yes,13,71,1,no,3711
84,1429298,2682,low,brick,yes,yes,no,8,43,0,no,2776
89,1338195,3028,medium,wood,yes,no,no,21,38,0,no,3679
99,384157,1371,low,wood,yes,no,no,9,39,2,yes,2835
69,1459869,2874,medium,wood,no,yes,no,5,67,0,yes,3462
63,498632,1763,medium,concrete,no,no,yes,18,26,1,no,3768
67,801788,4237,medium,brick,yes,no,yes,9,60,3,no,4270
47,403594,5482,high,steel,yes,yes,no,14,38,1,no,2470
34,679936,5031,medium,wood,no,no,no,20,55,1,yes,3298
12,1481362,5656,medium,concrete,yes,no,yes,29,25,0,yes,3578
27,749296,4293,medium,concrete,no,yes,no,7,62,0,yes,2202
69,1462353,3950,medium,wood,yes,no,no,17,29,1,no,3784
86,474568,2979,low,wood,no,no,no,1,47,0,no,2048
68,719642,1372,high,wood,yes,yes,yes,3,46,1,no,3950
28,1487808,1323,medium,wood,no,yes,yes,8,57,1,yes,4235
71,607349,1818,high,concrete,no,yes,yes,15,64,1,no,3805
45,985245,5326,high,wood,yes,yes,no,4,60,1,yes,3188
98,635007,1305,medium,brick,no,yes,yes,18,32,2,yes,4484
2,257110,5762,medium,brick,yes,yes,no,14,24,0,no,1502
9,1442166,5675,high,wood,no,yes,yes,23,65,1,no,4985
79,276091,1881,high,wood,no,yes,yes,14,61,1,yes,3852
31,555001,3335,low,concrete,no,no,no,11,49,1,yes,2077
36,1135194,5137,high,brick,yes,yes,no,15,60,0,no,2823
15,861670,1210,medium,brick,yes,yes,yes,10,77,0,no,3115
97,608008,2331,high,concrete,yes,no,yes,6,46,2,no,4458
62,1480078,5654,medium,wood,no,yes,yes,24,43,3,yes,5467
31,1090794,2252,low,steel,yes,yes,yes,15,34,2,no,3528
27,1233338,1501,medium,concrete,no,yes,no,9,25,1,yes,2909
2,608296,4646,medium,concrete,yes,yes,no,21,49,2,no,2821
73,1146723,3796,high,steel,no,no,yes,17,40,0,no,4484
43,499781,5496,high,brick,yes,yes,yes,15,24,1,no,3175
1,1309820,4131,medium,concrete,yes,yes,no,0,48,0,yes,1895
83,1169936,770,low,brick,no,yes,yes,4,32,2,no,3794
9,448377,5005,medium,brick,yes,yes,yes,27,27,3,no,3383
60,823096,2999,medium,concrete,yes,no,no,22,69,1,no,2813
2,785837,5555,medium,concrete,yes,yes,yes,6,52,1,no,3086
58,502097,4563,medium,wood,no,no,yes,17,77,3,no,4623
65,358759,1974,low,brick,no,yes,no,5,50,1,no,1997
12,1196873,2196,medium,concrete,yes,no,no,16,29,0,yes,2616
55,695914,1595,medium,brick,yes,yes,no,11,32,0,yes,2118
90,1490901,3896,medium,concrete,no,yes,no,11,77,2,no,4381
10,1330460,1345,high,concrete,no,no,no,0,30,0,no,2475
65,603458,2409,high,wood,no,yes,no,1,52,2,yes,3535
65,205825,1342,low,wood,no,yes,no,20,22,1,no,2068
61,745369,3920,low,wood,no,no,yes,25,28,0,no,3615
95,666650,2093,medium,concrete,no,yes,no,25,31,0,no,2913
75,303491,4120,low,wood,yes,yes,no,17,30,0,yes,1962
69,271152,4022,medium,brick,no,yes,no,13,34,0,yes,2192
35,206329,3755,low,brick,no,no,no,9,48,0,yes,1546
11,603899,3323,high,concrete,yes,no,no,29,39,1,no,2907
68,1375321,2600,medium,wood,yes,yes,no,13,37,1,yes,4019
38,250786,4868,medium,steel,no,no,yes,2,25,3,yes,3385
39,852987,2528,high,concrete,yes,no,no,24,51,1,no,3125
21,1147102,4840,low,steel,no,no,yes,20,59,1,no,3237
36,1417697,5457,medium,concrete,yes,no,no,29,41,2,yes,3835
92,815053,4122,high,steel,yes,yes,yes,12,62,3,yes,4711
72,598899,2968,low,brick,yes,yes,yes,18,79,2,no,3315
20,1292423,1771,low,steel,yes,no,yes,4,33,2,no,3417
43,1381777,3353,low,wood,no,no,no,18,49,2,yes,3897
21,325763,3559,medium,steel,yes,yes,yes,26,65,2,yes,2924
35,637223,2264,high,steel,yes,no,yes,29,22,1,no,3683
64,878790,3322,medium,brick,yes,yes,no,4,30,3,no,3376
32,675384,3800,low,wood,no,yes,no,12,63,2,yes,2883
36,941053,1282,medium,wood,yes,yes,no,14,70,3,yes,3782
69,255950,5712,low,steel,no,yes,yes,25,54,1,yes,3045
52,949048,4508,low,concrete,no,yes,no,5,74,3,no,3598
